family_id,n,k,family,seed,planted_mask,alpha_target,alpha,m,n_solutions,beta0,beta1,beta2,skeleton_beta1,cubical_beta1,fill_gap,girth,truncated,n_edges,n_faces,n_cubes,built_dim,total_ms
8,14,3,uniform,1007,,2.5,2.5,35,198,2,0,0,254,0,254,4,False,450,370,139,3,57.23459999899205
8,14,3,uniform,1007,,2.6,2.5714285714285716,36,188,2,0,0,231,0,231,4,False,417,328,113,3,237.5088999997388
8,14,3,uniform,1007,,2.7,2.7142857142857144,38,123,2,0,0,129,0,129,4,False,250,167,40,3,57.82279999948514
8,14,3,uniform,1007,,2.8,2.7857142857142856,39,107,3,0,0,94,0,94,4,False,198,114,20,3,57.97999999958847
8,14,3,uniform,1007,,2.9,2.9285714285714284,41,97,4,0,0,77,0,77,4,False,170,91,14,3,50.64909999964584
8,14,3,uniform,1007,,3.0,3.0,42,95,4,0,0,74,0,74,4,False,165,87,13,3,43.83629999938421
8,14,3,uniform,1007,,3.1,3.0714285714285716,43,86,5,0,0,66,0,66,4,False,147,78,12,3,49.11250000077416
8,14,3,uniform,1007,,3.2,3.2142857142857144,45,61,6,0,0,36,0,36,4,False,91,42,6,3,46.42779999994673
8,14,3,uniform,1007,,3.3,3.2857142857142856,46,46,7,0,0,16,0,16,4,False,55,16,0,3,44.664999999440624
8,14,3,uniform,1007,,3.4,3.4285714285714284,48,27,7,0,0,5,0,5,4,False,25,5,0,3,36.992699999245815
8,14,3,uniform,1007,,3.5,3.5,49,19,5,0,0,3,0,3,4,False,17,3,0,3,39.073300000382005
8,14,3,uniform,1007,,3.75,3.7142857142857144,52,17,4,0,0,3,0,3,4,False,16,3,0,3,32.79180000026827
8,14,3,uniform,1007,,4.0,4.0,56,7,3,0,0,0,0,0,,False,4,0,0,3,34.732899999653455
8,14,3,uniform,1007,,4.25,4.285714285714286,60,4,2,0,0,0,0,0,,False,2,0,0,3,41.255699999965145
8,14,3,uniform,1007,,4.5,4.5,63,4,2,0,0,0,0,0,,False,2,0,0,3,68.36789999942994
8,14,3,uniform,1007,,4.75,4.714285714285714,66,4,2,0,0,0,0,0,,False,2,0,0,3,58.00270000145247
8,14,3,uniform,1007,,5.0,5.0,70,0,0,0,0,0,0,0,,False,0,0,0,3,57.642800000394345
9,14,3,uniform,1008,,1.0,1.0,14,3180,1,11999,,11999,,,,True,15178,0,0,1,85.21739999923739
9,14,3,uniform,1008,,1.25,1.2857142857142858,18,1948,1,0,0,6535,0,6535,,False,8482,15784,16391,3,2885.3053000002546
9,14,3,uniform,1008,,1.5,1.5,21,1260,1,0,0,3591,0,3591,,False,4850,7712,6549,3,546.5768999983993
9,14,3,uniform,1008,,1.6,1.5714285714285714,22,1143,1,0,0,3148,0,3148,,False,4290,6597,5355,3,417.71200000039244
9,14,3,uniform,1008,,1.7,1.7142857142857142,24,715,2,2,0,1626,2,1624,4,False,2339,3031,1984,3,159.69229999973322
9,14,3,uniform,1008,,1.8,1.7857142857142858,25,661,2,2,0,1486,2,1484,4,False,2145,2743,1758,3,142.68149999952584
9,14,3,uniform,1008,,1.9,1.9285714285714286,27,461,1,2,0,897,2,895,4,False,1357,1513,799,3,91.0660999998072
9,14,3,uniform,1008,,2.0,2.0,28,413,1,2,0,761,2,759,4,False,1173,1241,607,3,72.43510000080278
9,14,3,uniform,1008,,2.1,2.0714285714285716,29,392,1,2,0,703,2,701,4,False,1094,1132,538,3,70.29979999970237
9,14,3,uniform,1008,,2.2,2.2142857142857144,31,284,1,1,0,471,1,470,4,False,754,733,321,3,56.660700000065845
9,14,3,uniform,1008,,2.3,2.2857142857142856,32,254,1,1,0,410,1,409,4,False,663,635,277,3,47.90379999940342
9,14,3,uniform,1008,,2.4,2.4285714285714284,34,150,2,0,0,183,0,183,4,False,331,255,81,3,42.64130000046862
9,14,3,uniform,1008,,2.5,2.5,35,145,3,0,0,177,0,177,4,False,319,248,80,3,42.760799999086885
9,14,3,uniform,1008,,2.6,2.5714285714285716,36,134,3,0,0,159,0,159,4,False,290,222,71,3,53.65600000004633
9,14,3,uniform,1008,,2.7,2.7142857142857144,38,120,4,0,0,140,0,140,4,False,256,198,66,3,79.12890000079642
9,14,3,uniform,1008,,2.8,2.7857142857142856,39,116,4,0,0,136,0,136,4,False,248,193,65,3,57.238600000346196
9,14,3,uniform,1008,,2.9,2.9285714285714284,41,94,4,0,0,105,0,105,4,False,195,150,52,3,46.77140000057989
9,14,3,uniform,1008,,3.0,3.0,42,94,4,0,0,105,0,105,4,False,195,150,52,3,70.60160000037285
9,14,3,uniform,1008,,3.1,3.0714285714285716,43,66,5,0,0,66,0,66,4,False,127,91,28,3,76.3093999994453
9,14,3,uniform,1008,,3.2,3.2142857142857144,45,50,5,0,0,40,0,40,4,False,85,52,13,3,45.52909999983967
9,14,3,uniform,1008,,3.3,3.2857142857142856,46,48,4,0,0,40,0,40,4,False,84,52,13,3,89.06370000113384
9,14,3,uniform,1008,,3.4,3.4285714285714284,48,48,4,0,0,40,0,40,4,False,84,52,13,3,110.32260000138194
9,14,3,uniform,1008,,3.5,3.5,49,48,4,0,0,40,0,40,4,False,84,52,13,3,59.781799998745555
9,14,3,uniform,1008,,3.75,3.7142857142857144,52,26,2,0,0,19,0,19,4,False,43,23,4,3,34.5259999994596
9,14,3,uniform,1008,,4.0,4.0,56,14,3,0,0,4,0,4,4,False,15,4,0,3,36.01459999845247
9,14,3,uniform,1008,,4.25,4.285714285714286,60,13,3,0,0,4,0,4,4,False,14,4,0,3,36.4806999987195
9,14,3,uniform,1008,,4.5,4.5,63,4,3,0,0,0,0,0,,False,1,0,0,3,35.31759999896167
9,14,3,uniform,1008,,4.75,4.714285714285714,66,4,3,0,0,0,0,0,,False,1,0,0,3,39.06699999970442
9,14,3,uniform,1008,,5.0,5.0,70,4,3,0,0,0,0,0,,False,1,0,0,3,30.231800001274678
10,14,3,uniform,1009,,1.0,1.0,14,2112,1,0,0,6806,0,6806,,False,8917,15805,15247,3,2511.7324000002554
10,14,3,uniform,1009,,1.25,1.2857142857142858,18,1326,1,0,0,3821,0,3821,,False,5146,8238,7004,3,1178.5856999995303
10,14,3,uniform,1009,,1.5,1.5,21,887,1,0,0,2252,0,2252,,False,3138,4453,3220,3,302.19949999991513
10,14,3,uniform,1009,,1.6,1.5714285714285714,22,727,1,0,0,1714,0,1714,4,False,2440,3234,2140,3,158.89179999976477
10,14,3,uniform,1009,,1.7,1.7142857142857142,24,605,1,0,0,1402,0,1402,4,False,2006,2639,1752,3,138.10989999910817
10,14,3,uniform,1009,,1.8,1.7857142857142858,25,605,1,0,0,1402,0,1402,4,False,2006,2639,1752,3,128.5978999985673
10,14,3,uniform,1009,,1.9,1.9285714285714286,27,333,1,0,0,603,0,603,4,False,935,978,467,3,58.93180000020948
10,14,3,uniform,1009,,2.0,2.0,28,237,2,0,0,353,0,353,4,False,588,523,197,3,45.521199999711826
10,14,3,uniform,1009,,2.1,2.0714285714285716,29,237,2,0,0,353,0,353,4,False,588,523,197,3,43.71699999865086
10,14,3,uniform,1009,,2.2,2.2142857142857144,31,190,2,0,0,278,0,278,4,False,466,413,157,3,41.7596000006597
10,14,3,uniform,1009,,2.3,2.2857142857142856,32,165,2,0,0,217,0,217,4,False,380,306,99,3,51.73020000074757
10,14,3,uniform,1009,,2.4,2.4285714285714284,34,138,2,0,0,177,0,177,4,False,313,250,82,3,36.24450000097568
10,14,3,uniform,1009,,2.5,2.5,35,124,2,0,0,165,0,165,4,False,287,236,80,3,38.94389999913983
10,14,3,uniform,1009,,2.6,2.5714285714285716,36,121,2,0,0,164,0,164,4,False,283,235,80,3,39.0943000002153
10,14,3,uniform,1009,,2.7,2.7142857142857144,38,77,2,0,0,81,0,81,4,False,156,103,22,3,34.169399999882444
10,14,3,uniform,1009,,2.8,2.7857142857142856,39,74,2,0,0,77,0,77,4,False,149,98,21,3,34.40270000101009
10,14,3,uniform,1009,,2.9,2.9285714285714284,41,66,2,0,0,69,0,69,4,False,133,88,19,3,32.137000000147964
10,14,3,uniform,1009,,3.0,3.0,42,64,1,0,0,69,0,69,4,False,132,88,19,3,40.96969999955036
10,14,3,uniform,1009,,3.1,3.0714285714285716,43,60,1,0,0,63,0,63,4,False,122,80,17,3,32.2509000015998
10,14,3,uniform,1009,,3.2,3.2142857142857144,45,54,3,0,0,57,0,57,4,False,108,73,16,3,38.589100000535836
10,14,3,uniform,1009,,3.3,3.2857142857142856,46,41,1,0,0,44,0,44,4,False,84,56,12,3,32.83289999853878
10,14,3,uniform,1009,,3.4,3.4285714285714284,48,36,1,0,0,37,0,37,4,False,72,47,10,3,37.744700000985176
10,14,3,uniform,1009,,3.5,3.5,49,36,1,0,0,37,0,37,4,False,72,47,10,3,34.23240000120131
10,14,3,uniform,1009,,3.75,3.7142857142857144,52,2,1,0,0,0,0,0,,False,1,0,0,3,37.05640000043786
10,14,3,uniform,1009,,4.0,4.0,56,2,1,0,0,0,0,0,,False,1,0,0,3,29.5179000004282
10,14,3,uniform,1009,,4.25,4.285714285714286,60,0,0,0,0,0,0,0,,False,0,0,0,3,35.63089999988733
10,14,3,uniform,1009,,4.5,4.5,63,0,0,0,0,0,0,0,,False,0,0,0,3,26.644400000805035
10,14,3,uniform,1009,,4.75,4.714285714285714,66,0,0,0,0,0,0,0,,False,0,0,0,3,36.031999999977415
10,14,3,uniform,1009,,5.0,5.0,70,0,0,0,0,0,0,0,,False,0,0,0,3,32.22719999939727
11,14,3,uniform,1010,,1.0,1.0,14,2380,1,0,0,8175,0,8175,,False,10554,19815,20450,3,4002.755800000159
11,14,3,uniform,1010,,1.25,1.2857142857142858,18,1520,1,0,0,4421,0,4421,,False,5940,9458,7842,3,788.9628000011726
11,14,3,uniform,1010,,1.5,1.5,21,1178,1,1,0,3133,1,3132,,False,4310,6376,4904,3,422.9885999993712
11,14,3,uniform,1010,,1.6,1.5714285714285714,22,917,1,1,0,2206,1,2205,,False,3122,4225,2903,3,215.81200000036915
11,14,3,uniform,1010,,1.7,1.7142857142857142,24,502,2,0,0,1039,0,1039,4,False,1539,1855,1106,3,89.16839999983495
11,14,3,uniform,1010,,1.8,1.7857142857142858,25,490,2,0,0,1019,0,1019,4,False,1507,1824,1093,3,85.66350000000966
11,14,3,uniform,1010,,1.9,1.9285714285714286,27,372,2,0,0,667,0,667,4,False,1037,1085,518,3,65.35359999907087
11,14,3,uniform,1010,,2.0,2.0,28,260,2,0,0,400,0,400,4,False,658,614,262,3,51.497399999789195
11,14,3,uniform,1010,,2.1,2.0714285714285716,29,214,2,0,0,327,0,327,4,False,539,512,230,3,49.74410000068019
11,14,3,uniform,1010,,2.2,2.2142857142857144,31,155,3,0,0,213,0,213,4,False,365,310,111,3,38.58519999994314
11,14,3,uniform,1010,,2.3,2.2857142857142856,32,145,2,0,0,205,0,205,4,False,348,300,109,3,39.170300000478164
11,14,3,uniform,1010,,2.4,2.4285714285714284,34,105,2,0,0,135,0,135,4,False,238,191,63,3,36.29200000068522
11,14,3,uniform,1010,,2.5,2.5,35,81,3,0,0,92,0,92,4,False,170,127,39,3,34.85079999882146
11,14,3,uniform,1010,,2.6,2.5714285714285716,36,61,3,0,0,54,0,54,4,False,112,67,13,3,34.04630000113684
11,14,3,uniform,1010,,2.7,2.7142857142857144,38,50,3,0,0,36,0,36,4,False,83,42,6,3,33.400000000256114
11,14,3,uniform,1010,,2.8,2.7857142857142856,39,46,3,0,0,29,0,29,4,False,72,35,6,3,32.915699999648496
11,14,3,uniform,1010,,2.9,2.9285714285714284,41,34,2,0,0,27,0,27,4,False,59,33,6,3,33.602699999391916
11,14,3,uniform,1010,,3.0,3.0,42,28,2,0,0,20,0,20,4,False,46,24,4,3,30.067300000155228
11,14,3,uniform,1010,,3.1,3.0714285714285716,43,28,2,0,0,20,0,20,4,False,46,24,4,3,34.95859999929962
11,14,3,uniform,1010,,3.2,3.2142857142857144,45,28,2,0,0,20,0,20,4,False,46,24,4,3,32.57370000028459
11,14,3,uniform,1010,,3.3,3.2857142857142856,46,28,2,0,0,20,0,20,4,False,46,24,4,3,35.575100000642124
11,14,3,uniform,1010,,3.4,3.4285714285714284,48,18,4,0,0,5,0,5,4,False,19,5,0,3,31.666799999584327
11,14,3,uniform,1010,,3.5,3.5,49,18,4,0,0,5,0,5,4,False,19,5,0,3,39.317799999480485
11,14,3,uniform,1010,,3.75,3.7142857142857144,52,11,3,0,0,3,0,3,4,False,11,3,0,3,30.343700000230456
11,14,3,uniform,1010,,4.0,4.0,56,10,2,0,0,3,0,3,4,False,11,3,0,3,34.68599999905564
11,14,3,uniform,1010,,4.25,4.285714285714286,60,2,1,0,0,0,0,0,,False,1,0,0,3,31.434500000614207
11,14,3,uniform,1010,,4.5,4.5,63,2,1,0,0,0,0,0,,False,1,0,0,3,34.03160000016214
11,14,3,uniform,1010,,4.75,4.714285714285714,66,0,0,0,0,0,0,0,,False,0,0,0,3,32.69700000055309
11,14,3,uniform,1010,,5.0,5.0,70,0,0,0,0,0,0,0,,False,0,0,0,3,31.75369999917166
12,14,3,uniform,1011,,1.0,1.0,14,1975,1,1,0,6165,1,6164,,False,8139,13893,12669,3,1714.0776999985974
12,14,3,uniform,1011,,1.25,1.2857142857142858,18,897,1,1,0,2327,1,2326,,False,3223,4746,3709,3,287.45920000073966
12,14,3,uniform,1011,,1.5,1.5,21,529,1,1,0,1176,1,1175,4,False,1704,2189,1443,3,101.95790000034322
12,14,3,uniform,1011,,1.6,1.5714285714285714,22,426,1,1,0,889,1,888,4,False,1314,1603,995,3,82.43600000059814
12,14,3,uniform,1011,,1.7,1.7142857142857142,24,293,3,0,0,566,0,566,4,False,856,1011,622,3,63.42149999909452
12,14,3,uniform,1011,,1.8,1.7857142857142858,25,286,4,0,0,558,0,558,4,False,840,1001,620,3,59.508299998924485
12,14,3,uniform,1011,,1.9,1.9285714285714286,27,243,4,0,0,431,0,431,4,False,670,734,407,3,49.92759999913687
12,14,3,uniform,1011,,2.0,2.0,28,214,4,0,0,346,0,346,4,False,556,552,259,3,47.69239999950514
12,14,3,uniform,1011,,2.1,2.0714285714285716,29,99,5,0,0,118,0,118,4,False,212,167,55,3,38.2685999993555
12,14,3,uniform,1011,,2.2,2.2142857142857144,31,76,2,0,0,95,0,95,4,False,169,135,45,3,34.63299999930314
12,14,3,uniform,1011,,2.3,2.2857142857142856,32,66,2,0,0,74,0,74,4,False,138,97,23,3,33.83620000022347
12,14,3,uniform,1011,,2.4,2.4285714285714284,34,66,2,0,0,74,0,74,4,False,138,97,23,3,32.27550000156043
12,14,3,uniform,1011,,2.5,2.5,35,66,2,0,0,74,0,74,4,False,138,97,23,3,30.19959999983257
12,14,3,uniform,1011,,2.6,2.5714285714285716,36,66,2,0,0,74,0,74,4,False,138,97,23,3,37.311699999918346
12,14,3,uniform,1011,,2.7,2.7142857142857144,38,22,3,0,0,9,0,9,4,False,28,9,0,3,34.70430000015767
12,14,3,uniform,1011,,2.8,2.7857142857142856,39,22,3,0,0,9,0,9,4,False,28,9,0,3,30.824999999822467
12,14,3,uniform,1011,,2.9,2.9285714285714284,41,22,3,0,0,9,0,9,4,False,28,9,0,3,34.74290000121982
12,14,3,uniform,1011,,3.0,3.0,42,18,4,0,0,6,0,6,4,False,20,6,0,3,29.472799998984556
12,14,3,uniform,1011,,3.1,3.0714285714285716,43,18,4,0,0,6,0,6,4,False,20,6,0,3,30.42509999977483
12,14,3,uniform,1011,,3.2,3.2142857142857144,45,7,3,0,0,0,0,0,,False,4,0,0,3,36.02589999900374
12,14,3,uniform,1011,,3.3,3.2857142857142856,46,7,3,0,0,0,0,0,,False,4,0,0,3,30.62599999975646
12,14,3,uniform,1011,,3.4,3.4285714285714284,48,6,3,0,0,0,0,0,,False,3,0,0,3,41.76240000015241
12,14,3,uniform,1011,,3.5,3.5,49,3,3,0,0,0,0,0,,False,0,0,0,3,32.03899999971327
12,14,3,uniform,1011,,3.75,3.7142857142857144,52,3,3,0,0,0,0,0,,False,0,0,0,3,32.27030000016384
12,14,3,uniform,1011,,4.0,4.0,56,2,2,0,0,0,0,0,,False,0,0,0,3,40.46419999940554
12,14,3,uniform,1011,,4.25,4.285714285714286,60,2,2,0,0,0,0,0,,False,0,0,0,3,31.02020000005723
12,14,3,uniform,1011,,4.5,4.5,63,1,1,0,0,0,0,0,,False,0,0,0,3,35.40179999981774
12,14,3,uniform,1011,,4.75,4.714285714285714,66,1,1,0,0,0,0,0,,False,0,0,0,3,31.419999999343418
12,14,3,uniform,1011,,5.0,5.0,70,1,1,0,0,0,0,0,,False,0,0,0,3,34.606799999892246
13,14,3,planted,1012,11091,1.0,1.0,14,2960,1,10595,,10595,,,,True,13554,0,0,1,52.155499999571475
13,14,3,planted,1012,11091,1.25,1.2857142857142858,18,1799,1,0,0,5434,0,5434,,False,7232,11844,10092,3,1118.430200000148
13,14,3,planted,1012,11091,1.5,1.5,21,1399,1,0,0,4081,0,4081,,False,5479,8762,7325,3,662.5523999991856
13,14,3,planted,1012,11091,1.6,1.5714285714285714,22,1186,1,0,0,3252,0,3252,,False,4437,6727,5294,3,426.6280000010738
13,14,3,planted,1012,11091,1.7,1.7142857142857142,24,1101,1,0,0,2958,0,2958,,False,4058,6066,4718,3,395.0905999990937
13,14,3,planted,1012,11091,1.8,1.7857142857142858,25,827,1,0,0,1991,0,1991,,False,2817,3797,2571,3,179.66029999843158
13,14,3,planted,1012,11091,1.9,1.9285714285714286,27,624,1,0,0,1439,0,1439,4,False,2062,2726,1841,3,123.05889999879582
13,14,3,planted,1012,11091,2.0,2.0,28,557,1,0,0,1239,0,1239,4,False,1795,2309,1519,3,102.72900000018126
13,14,3,planted,1012,11091,2.1,2.0714285714285716,29,517,1,0,0,1126,0,1126,4,False,1642,2090,1374,3,96.18390000105137
13,14,3,planted,1012,11091,2.2,2.2142857142857144,31,283,3,0,0,442,0,442,4,False,722,690,305,3,43.856799999048235
13,14,3,planted,1012,11091,2.3,2.2857142857142856,32,225,3,0,0,322,0,322,4,False,544,484,192,3,42.85689999960596
13,14,3,planted,1012,11091,2.4,2.4285714285714284,34,209,3,0,0,284,0,284,4,False,490,415,151,3,44.783499999539345
13,14,3,planted,1012,11091,2.5,2.5,35,183,3,0,0,235,0,235,4,False,415,338,118,3,41.83759999978065
13,14,3,planted,1012,11091,2.6,2.5714285714285716,36,166,3,0,0,209,0,209,4,False,372,299,103,3,44.17790000115929
13,14,3,planted,1012,11091,2.7,2.7142857142857144,38,124,3,0,0,125,0,125,4,False,246,158,33,3,42.45479999917734
13,14,3,planted,1012,11091,2.8,2.7857142857142856,39,110,3,0,0,110,0,110,4,False,217,139,29,3,35.93890000047395
13,14,3,planted,1012,11091,2.9,2.9285714285714284,41,103,3,0,0,102,0,102,4,False,202,129,27,3,37.86479999871517
13,14,3,planted,1012,11091,3.0,3.0,42,94,3,0,0,87,0,87,4,False,178,109,22,3,40.59189999861701
13,14,3,planted,1012,11091,3.1,3.0714285714285716,43,94,3,0,0,87,0,87,4,False,178,109,22,3,32.86690000095405
13,14,3,planted,1012,11091,3.2,3.2142857142857144,45,88,2,0,0,86,0,86,4,False,172,108,22,3,38.66559999914898
13,14,3,planted,1012,11091,3.3,3.2857142857142856,46,82,2,0,0,79,0,79,4,False,159,99,20,3,33.201399999597925
13,14,3,planted,1012,11091,3.4,3.4285714285714284,48,58,3,0,0,52,0,52,4,False,107,65,13,3,33.22190000108094
13,14,3,planted,1012,11091,3.5,3.5,49,56,2,0,0,52,0,52,4,False,106,65,13,3,38.95630000079109
13,14,3,planted,1012,11091,3.75,3.7142857142857144,52,41,2,0,0,28,0,28,4,False,67,32,4,3,31.105699999898206
13,14,3,planted,1012,11091,4.0,4.0,56,28,2,0,0,14,0,14,4,False,40,15,1,3,133.50100000025122
13,14,3,planted,1012,11091,4.25,4.285714285714286,60,22,1,0,0,12,0,12,4,False,33,13,1,3,53.85000000023865
13,14,3,planted,1012,11091,4.5,4.5,63,17,3,0,0,5,0,5,4,False,19,5,0,3,36.506500000541564
13,14,3,planted,1012,11091,4.75,4.714285714285714,66,10,1,0,0,4,0,4,4,False,13,4,0,3,37.32720000152767
13,14,3,planted,1012,11091,5.0,5.0,70,9,1,0,0,3,0,3,4,False,11,3,0,3,32.38899999996647
14,14,3,planted,1013,16117,1.0,1.0,14,2506,1,8408,,8408,,,,True,10913,0,0,1,46.4564000012615
14,14,3,planted,1013,16117,1.25,1.2857142857142858,18,1564,1,0,1,4327,0,4327,,False,5890,8902,6901,3,564.4066999993811
14,14,3,planted,1013,16117,1.5,1.5,21,993,1,0,0,2355,0,2355,,False,3347,4424,2920,3,308.41850000069826
14,14,3,planted,1013,16117,1.6,1.5714285714285714,22,741,1,3,0,1461,3,1458,4,False,2201,2489,1364,3,98.60929999922519
14,14,3,planted,1013,16117,1.7,1.7142857142857142,24,506,1,4,0,774,4,770,4,False,1279,1143,441,3,58.65380000068399
14,14,3,planted,1013,16117,1.8,1.7857142857142858,25,402,2,2,0,584,2,582,4,False,984,857,325,3,49.2244999986724
14,14,3,planted,1013,16117,1.9,1.9285714285714286,27,349,3,2,0,490,2,488,4,False,836,716,269,3,44.27880000002915
14,14,3,planted,1013,16117,2.0,2.0,28,331,4,1,0,467,1,466,4,False,794,689,264,3,42.020099999717786
14,14,3,planted,1013,16117,2.1,2.0714285714285716,29,269,5,1,0,357,1,356,4,False,621,519,190,3,41.64119999950344
14,14,3,planted,1013,16117,2.2,2.2142857142857144,31,192,4,0,0,246,0,246,4,False,434,351,119,3,38.15949999989243
14,14,3,planted,1013,16117,2.3,2.2857142857142856,32,183,4,0,0,226,0,226,4,False,405,319,105,3,37.169499999436084
14,14,3,planted,1013,16117,2.4,2.4285714285714284,34,144,4,0,0,163,0,163,4,False,303,222,65,3,38.87450000001991
14,14,3,planted,1013,16117,2.5,2.5,35,105,3,0,0,107,0,107,4,False,209,138,32,3,41.85059999872465
14,14,3,planted,1013,16117,2.6,2.5714285714285716,36,96,3,0,0,91,0,91,4,False,184,115,25,3,36.41570000036154
14,14,3,planted,1013,16117,2.7,2.7142857142857144,38,70,4,0,0,54,0,54,4,False,120,65,11,3,34.815099999832455
14,14,3,planted,1013,16117,2.8,2.7857142857142856,39,47,5,0,0,28,0,28,4,False,70,33,5,3,35.7665999999881
14,14,3,planted,1013,16117,2.9,2.9285714285714284,41,38,5,0,0,20,0,20,4,False,53,24,4,3,31.550499999866588
14,14,3,planted,1013,16117,3.0,3.0,42,34,5,0,0,18,0,18,4,False,47,22,4,3,32.13359999972454
14,14,3,planted,1013,16117,3.1,3.0714285714285716,43,34,5,0,0,18,0,18,4,False,47,22,4,3,29.4235999990633
14,14,3,planted,1013,16117,3.2,3.2142857142857144,45,34,5,0,0,18,0,18,4,False,47,22,4,3,32.674100000804174
14,14,3,planted,1013,16117,3.3,3.2857142857142856,46,26,6,0,0,7,0,7,4,False,27,8,1,3,30.237500001021544
14,14,3,planted,1013,16117,3.4,3.4285714285714284,48,23,5,0,0,7,0,7,4,False,25,8,1,3,29.68710000095598
14,14,3,planted,1013,16117,3.5,3.5,49,23,5,0,0,7,0,7,4,False,25,8,1,3,31.261000000085915
14,14,3,planted,1013,16117,3.75,3.7142857142857144,52,19,5,0,0,5,0,5,4,False,19,6,1,3,30.783700000029057
14,14,3,planted,1013,16117,4.0,4.0,56,15,3,0,0,5,0,5,4,False,17,6,1,3,33.017100000506616
14,14,3,planted,1013,16117,4.25,4.285714285714286,60,15,3,0,0,5,0,5,4,False,17,6,1,3,32.41800000068906
14,14,3,planted,1013,16117,4.5,4.5,63,14,2,0,0,5,0,5,4,False,17,6,1,3,30.520599999363185
14,14,3,planted,1013,16117,4.75,4.714285714285714,66,6,2,0,0,0,0,0,,False,4,0,0,3,30.99070000098436
14,14,3,planted,1013,16117,5.0,5.0,70,2,1,0,0,0,0,0,,False,1,0,0,3,30.18299999894225
15,14,3,planted,1014,186,1.0,1.0,14,1948,1,0,0,6645,0,6645,,False,8592,16159,16865,3,1941.1550000004354
15,14,3,planted,1014,186,1.25,1.2857142857142858,18,892,1,0,0,2342,0,2342,,False,3233,4753,3614,3,252.88259999979346
15,14,3,planted,1014,186,1.5,1.5,21,578,1,0,0,1266,0,1266,4,False,1843,2290,1385,3,100.10940000029223
15,14,3,planted,1014,186,1.6,1.5714285714285714,22,542,1,0,0,1205,0,1205,4,False,1746,2195,1345,3,127.78449999859731
15,14,3,planted,1014,186,1.7,1.7142857142857142,24,439,1,0,0,897,0,897,4,False,1335,1556,862,3,76.4032999995834
15,14,3,planted,1014,186,1.8,1.7857142857142858,25,436,1,0,0,895,0,895,4,False,1330,1554,862,3,77.73400000041875
15,14,3,planted,1014,186,1.9,1.9285714285714286,27,386,2,0,0,765,0,765,4,False,1149,1312,711,3,74.21319999957632
15,14,3,planted,1014,186,2.0,2.0,28,322,2,1,0,571,1,570,4,False,891,934,463,3,55.312799999228446
15,14,3,planted,1014,186,2.1,2.0714285714285716,29,253,3,0,0,443,0,443,4,False,693,737,379,3,51.391000000876375
15,14,3,planted,1014,186,2.2,2.2142857142857144,31,200,4,0,0,302,0,302,4,False,498,473,211,3,47.66050000034738
15,14,3,planted,1014,186,2.3,2.2857142857142856,32,175,4,0,0,243,0,243,4,False,414,367,148,3,47.831600000790786
15,14,3,planted,1014,186,2.4,2.4285714285714284,34,149,5,0,0,184,0,184,4,False,328,269,101,3,43.06109999924956
15,14,3,planted,1014,186,2.5,2.5,35,142,3,0,0,183,0,183,4,False,322,268,101,3,44.58849999900849
15,14,3,planted,1014,186,2.6,2.5714285714285716,36,142,3,0,0,183,0,183,4,False,322,268,101,3,38.15030000077968
15,14,3,planted,1014,186,2.7,2.7142857142857144,38,118,3,0,0,135,0,135,4,False,250,198,77,3,36.535499999445165
15,14,3,planted,1014,186,2.8,2.7857142857142856,39,118,3,0,0,135,0,135,4,False,250,198,77,3,37.115900000571855
15,14,3,planted,1014,186,2.9,2.9285714285714284,41,71,4,0,0,51,0,51,4,False,118,67,18,3,33.15469999870402
15,14,3,planted,1014,186,3.0,3.0,42,64,4,0,0,48,0,48,4,False,108,64,18,3,38.02200000063749
15,14,3,planted,1014,186,3.1,3.0714285714285716,43,60,4,0,0,46,0,46,4,False,102,62,18,3,30.646799999885843
15,14,3,planted,1014,186,3.2,3.2142857142857144,45,52,5,0,0,38,0,38,4,False,85,52,16,3,37.672300000849646
15,14,3,planted,1014,186,3.3,3.2857142857142856,46,37,5,0,0,14,0,14,4,False,46,17,3,3,33.155499999338645
15,14,3,planted,1014,186,3.4,3.4285714285714284,48,36,5,0,0,14,0,14,4,False,45,17,3,3,39.416699999492266
15,14,3,planted,1014,186,3.5,3.5,49,34,4,0,0,14,0,14,4,False,44,17,3,3,29.67509999871254
15,14,3,planted,1014,186,3.75,3.7142857142857144,52,18,6,0,0,7,0,7,4,False,19,8,1,3,35.29759999946691
15,14,3,planted,1014,186,4.0,4.0,56,15,4,0,0,7,0,7,4,False,18,8,1,3,28.447599999708473
15,14,3,planted,1014,186,4.25,4.285714285714286,60,9,1,0,0,3,0,3,4,False,11,3,0,3,39.257599999473314
15,14,3,planted,1014,186,4.5,4.5,63,9,1,0,0,3,0,3,4,False,11,3,0,3,29.760200000964687
15,14,3,planted,1014,186,4.75,4.714285714285714,66,7,1,0,0,2,0,2,4,False,8,2,0,3,34.909199999674456
15,14,3,planted,1014,186,5.0,5.0,70,4,1,0,0,1,0,1,4,False,4,1,0,3,27.06399999988207
16,14,3,planted,1015,3400,1.0,1.0,14,2072,1,0,1,6393,0,6393,,False,8464,14104,12263,3,1439.0149000009842
16,14,3,planted,1015,3400,1.25,1.2857142857142858,18,1226,1,0,1,3172,0,3172,,False,4397,6203,4341,3,358.41900000013993
